DRUG_CODE_ID,DESCRIPTION,BNF1,BNF2,BNF3,ATC,DATABASE
1.27844E+15,Seroxat 30mg tablets (GlaxoSmithKline UK Ltd) Tablet Oral Paroxetine hydrochloride 30.000mg,4030300,,,,CPRD_AURUM
1.04224E+15,Paroxetine 30mg tablets Tablet Oral Paroxetine hydrochloride 30.000mg,4030300,,,,CPRD_AURUM
2.59141E+14,Cipramil 20mg tablets (Lundbeck Ltd) Tablet Oral Citalopram hydrobromide 20.000mg,4030300,,,,CPRD_AURUM
2.59241E+14,Citalopram 20mg tablets Tablet Oral Citalopram hydrobromide 20.000mg,4030300,,,,CPRD_AURUM
1.58334E+15,Citalopram 10mg tablets Tablet Oral Citalopram hydrobromide 10.000mg,4030300,,,,CPRD_AURUM
1.58324E+15,Cipramil 10mg tablets (Lundbeck Ltd) Tablet Oral Citalopram hydrobromide 10.000mg,4030300,,,,CPRD_AURUM
1.58304E+15,Cipramil 40mg tablets (Lundbeck Ltd) Tablet Oral Citalopram hydrobromide 40.000mg,4030300,,,,CPRD_AURUM
1.58314E+15,Citalopram 40mg tablets Tablet Oral Citalopram hydrobromide 40.000mg,4030300,,,,CPRD_AURUM
1.90064E+15,Citalopram 40mg/ml oral drops sugar free Oral drops Oral Citalopram hydrochloride 40.000mg/1.000ml,4030300,,,,CPRD_AURUM
1.90074E+15,Cipramil 40mg/ml drops (Lundbeck Ltd) Oral drops Oral Citalopram hydrochloride 40.000mg/1.000ml,4030300,,,,CPRD_AURUM
1.16038E+16,Fluoxetine 10mg capsules Capsule Oral Fluoxetine hydrochloride 10.000mg,,,,,CPRD_AURUM
6.49634E+15,Fluoxetine 10mg tablets Tablet Oral Fluoxetine hydrochloride 10.000mg,,,,,CPRD_AURUM
1.17075E+16,Fluoxetine 40mg capsules Capsule Oral Fluoxetine hydrochloride 40.000mg,,,,,CPRD_AURUM
2.74964E+15,Cipralex 10mg tablets (Lundbeck Ltd) Tablet Oral Escitalopram oxalate 10.000mg,4030300,,,,CPRD_AURUM
2.74954E+15,Escitalopram 10mg tablets Tablet Oral Escitalopram oxalate 10.000mg,4030300,,,,CPRD_AURUM
2.95134E+15,Escitalopram 20mg tablets Tablet Oral Escitalopram oxalate 20.000mg,4030300,,,,CPRD_AURUM
2.95144E+15,Cipralex 20mg tablets (Lundbeck Ltd) Tablet Oral Escitalopram oxalate 20.000mg,4030300,,,,CPRD_AURUM
3.03034E+15,Escitalopram 5mg tablets Tablet Oral Escitalopram oxalate 5.000mg,4030300,,,,CPRD_AURUM
3.03054E+15,Cipralex 5mg tablets (Lundbeck Ltd) Tablet Oral Escitalopram oxalate 5.000mg,4030300,,,,CPRD_AURUM
4.07904E+15,Paroxetine 10mg tablets Tablet Oral Paroxetine hydrochloride 10.000mg,4030300,,,,CPRD_AURUM
4.07914E+15,Seroxat 10mg tablets (GlaxoSmithKline UK Ltd) Tablet Oral Paroxetine hydrochloride 10.000mg,4030300,,,,CPRD_AURUM
1.17554E+16,Paroxetine 40mg tablets Tablet Oral Paroxetine hydrochloride 40.000mg,,,,,CPRD_AURUM
5.97534E+15,Sertraline 100mg/5ml oral suspension Oral suspension Oral Sertraline hydrochloride 20.000mg/1.000ml,,,,,CPRD_AURUM
4.14834E+15,Sertraline 50mg/5ml oral suspension Oral suspension Oral Sertraline hydrochloride 10.000mg/1.000ml,,,,,CPRD_AURUM
3.92894E+15,Cipralex 10mg/ml oral drops (Lundbeck Ltd) Oral drops Oral Escitalopram oxalate 10.000mg/1.000ml,4030300,,,,CPRD_AURUM
3.92884E+15,Escitalopram 10mg/ml oral drops sugar free Oral drops Oral Escitalopram oxalate 10.000mg/1.000ml,4030300,,,,CPRD_AURUM
5.74944E+15,Fluoxetine 20mg/5ml oral solution sugar free Oral solution Oral Fluoxetine hydrochloride 4.000mg/1.000ml,,,,,CPRD_AURUM
4.49864E+15,Prozep 20mg/5ml oral solution (Chemidex Pharma Ltd) Oral solution Oral Fluoxetine hydrochloride 4.000mg/1.000ml,,,,,CPRD_AURUM
1.29009E+16,Sertraline 25mg/5ml oral suspension Oral suspension Oral Sertraline hydrochloride 5.000mg/1.000ml,,,,,CPRD_AURUM
5.12864E+15,Cipralex 20mg/ml oral drops (Lundbeck Ltd) Oral drops Oral Escitalopram oxalate 20.000mg/1.000ml,,,,,CPRD_AURUM
5.12854E+15,Escitalopram 20mg/ml oral drops sugar free Oral drops Oral Escitalopram oxalate 20.000mg/1.000ml,,,,,CPRD_AURUM
8.87954E+15,Dapoxetine 30mg tablets Tablet Oral Dapoxetine 30.000mg,7040601,,,,CPRD_AURUM
8.87974E+15,Priligy 30mg tablets (A. Menarini Farmaceutica Internazionale SRL) Tablet Oral Dapoxetine 30.000mg,7040601,,,,CPRD_AURUM
8.87964E+15,Dapoxetine 60mg tablets Tablet Oral Dapoxetine 60.000mg,7040601,,,,CPRD_AURUM
8.87984E+15,Priligy 60mg tablets (A. Menarini Farmaceutica Internazionale SRL) Tablet Oral Dapoxetine 60.000mg,7040601,,,,CPRD_AURUM
9.12064E+15,Fluoxetine 20mg dispersible tablets sugar free Dispersible tablet Oral Fluoxetine hydrochloride 20.000mg,4030300,,,,CPRD_AURUM
9.12074E+15,Olena 20mg dispersible tablets (Advanz Pharma) Dispersible tablet Oral Fluoxetine hydrochloride 20.000mg,4030300,,,,CPRD_AURUM
1.0617E+16,Vortioxetine 10mg tablets Tablet Oral Vortioxetine hydrobromide 10.000mg,4030400,,,,CPRD_AURUM
1.06173E+16,Brintellix 10mg tablets (Lundbeck Ltd) Tablet Oral Vortioxetine hydrobromide 10.000mg,4030400,,,,CPRD_AURUM
1.06174E+16,Brintellix 20mg tablets (Lundbeck Ltd) Tablet Oral Vortioxetine hydrobromide 20.000mg,4030400,,,,CPRD_AURUM
1.06171E+16,Vortioxetine 20mg tablets Tablet Oral Vortioxetine hydrobromide 20.000mg,4030400,,,,CPRD_AURUM
1.06169E+16,Vortioxetine 5mg tablets Tablet Oral Vortioxetine hydrobromide 5.000mg,4030400,,,,CPRD_AURUM
1.06172E+16,Brintellix 5mg tablets (Lundbeck Ltd) Tablet Oral Vortioxetine hydrobromide 5.000mg,4030400,,,,CPRD_AURUM
1.17074E+16,Fluoxetine 30mg capsules Capsule Oral Fluoxetine hydrochloride 30.000mg,,,,,CPRD_AURUM
1.68614E+15,Seroxat 20mg/10ml liquid (GlaxoSmithKline UK Ltd) Oral suspension Oral Paroxetine hydrochloride 2.000mg/1.000ml,4030300,,,,CPRD_AURUM
1.66244E+15,Paroxetine 10mg/5ml oral suspension sugar free Oral suspension Oral Paroxetine hydrochloride 2.000mg/1.000ml,4030300,,,,CPRD_AURUM
1.37405E+16,Fluoxetine 10mg tablets (Imported) Fluoxetine 10mg tablets Tablet  Fluoxetine hydrochloride 10.000mg,,,,,CPRD_AURUM
1.37406E+16,Fluoxetine 30mg capsules (Imported) Fluoxetine 30mg capsules Capsule  Fluoxetine hydrochloride 30.000mg,,,,,CPRD_AURUM
1.37407E+16,Fluoxetine 40mg capsules (Imported) Fluoxetine 40mg capsules Capsule  Fluoxetine hydrochloride 40.000mg,,,,,CPRD_AURUM
1.37403E+16,Fluoxetine 40mg capsules (Special Order) Fluoxetine 40mg capsules Capsule  Fluoxetine hydrochloride 40.000mg,,,,,CPRD_AURUM
1.37436E+16,Sertraline 25mg tablets Sertraline 25mg tablets Tablet Oral Sertraline hydrochloride 25.000mg,,,,,CPRD_AURUM
