"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"431741000033118","Depixol 3mg tablets (Lundbeck Ltd) Tablet Oral Flupentixol dihydrochloride 3.000mg","4020100",,,,"26515","CPRD_AURUM"
"3091241000033119","Flupentixol 3mg tablets Tablet Oral Flupentixol dihydrochloride 3.000mg","4030400",,,,"95459","CPRD_AURUM"
"595441000033112","Fluphenazine 1mg tablets Tablet Oral Fluphenazine hydrochloride 1.000mg","4020100",,,,"27560","CPRD_AURUM"
"935041000033115","Moditen 1mg tablets (Sanofi) Tablet Oral Fluphenazine hydrochloride 1.000mg","4020100",,,,"7597","CPRD_AURUM"
"935141000033116","Moditen 2.5mg tablets (Sanofi) Tablet Oral Fluphenazine hydrochloride 2.500mg",,,,,"1869","CPRD_AURUM"
"595641000033114","Fluphenazine 2.5mg tablets Tablet Oral Fluphenazine hydrochloride 2.500mg",,,,,"3215","CPRD_AURUM"
"595741000033117","Fluphenazine 5mg tablets Tablet Oral Fluphenazine hydrochloride 5.000mg",,,,,"2516","CPRD_AURUM"
"935241000033111","Moditen 5mg tablets (Sanofi-Synthelabo Ltd) Tablet Oral Fluphenazine hydrochloride 5.000mg",,,,,"1225","CPRD_AURUM"
"1275941000033115","Serenace 1.5mg tablets (Teva UK Ltd) Tablet Oral Haloperidol 1.500mg","4090300",,,,"13780","CPRD_AURUM"
"662341000033115","Haloperidol 1.5mg tablets Tablet Oral Haloperidol 1.500mg","4090300",,,,"577103","CPRD_AURUM"
"662541000033110","Haloperidol 5mg tablets Tablet Oral Haloperidol 5.000mg","4090300",,,,"546537","CPRD_AURUM"
"663541000033116","Haldol 5mg tablets (Janssen-Cilag Ltd) Tablet Oral Haloperidol 5.000mg",,,,,"1038","CPRD_AURUM"
"1276241000033117","Serenace 5mg tablets (Teva UK Ltd) Tablet Oral Haloperidol 5.000mg",,,,,"6901","CPRD_AURUM"
"663441000033117","Haldol 10mg tablets (Janssen-Cilag Ltd) Tablet Oral Haloperidol 10.000mg",,,,,"581","CPRD_AURUM"
"1276041000033113","Serenace 10mg tablets (Teva UK Ltd) Tablet Oral Haloperidol 10.000mg","4090300",,,,"1357","CPRD_AURUM"
"663241000033118","Haloperidol 10mg tablets Tablet Oral Haloperidol 10.000mg","4090300",,,,"157992","CPRD_AURUM"
"662441000033114","Haloperidol 20mg tablets Tablet Oral Haloperidol 20.000mg","4020100",,,,"14601","CPRD_AURUM"
"1276141000033112","Serenace 20mg tablets (Teva UK Ltd) Tablet Oral Haloperidol 20.000mg",,,,,"340","CPRD_AURUM"
"1269741000033112","Serenace 2mg/ml liquid (Teva UK Ltd) Oral solution Oral Haloperidol 2.000mg/1.000ml","4090300",,,,"2271","CPRD_AURUM"
"661541000033117","Haldol 2mg/ml oral solution (Janssen-Cilag Ltd) Oral solution Oral Haloperidol 2.000mg/1.000ml","4090300",,,,"2312","CPRD_AURUM"
"661341000033112","Haloperidol 10mg/5ml oral solution sugar free Oral solution Oral Haloperidol 2.000mg/1.000ml","4090300",,,,"32402","CPRD_AURUM"
"658341000033110","Haloperidol 500microgram capsules Capsule Oral Haloperidol 500.000microgram","4090300",,,,"714180","CPRD_AURUM"
"1268341000033116","Serenace 500microgram capsules (Teva UK Ltd) Capsule Oral Haloperidol 500.000microgram","4090300",,,,"26416","CPRD_AURUM"
"476541000033119","Dozic 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd) Oral solution Oral Haloperidol 1.000mg/1.000ml","4090300",,,,"711","CPRD_AURUM"
"660341000033116","Haloperidol 5mg/5ml oral solution sugar free Oral solution Oral Haloperidol 1.000mg/1.000ml","4090300",,,,"96979","CPRD_AURUM"
"663341000033111","Haloperidol 500microgram tablets Tablet Oral Haloperidol 500.000microgram","4090300",,,,"109966","CPRD_AURUM"
"3063441000033119","Levomepromazine 25mg/1ml solution for injection ampoules Solution for injection Subcutaneous/ Intravenous/ Intramuscular Levomepromazine hydrochloride 25.000mg/1.000ml","4020100",,,,"198488","CPRD_AURUM"
"981641000033117","Nozinan 25mg/1ml solution for injection ampoules (Sanofi) Solution for injection Subcutaneous/ Intravenous/ Intramuscular Levomepromazine hydrochloride 25.000mg/1.000ml","4020100",,,,"23249","CPRD_AURUM"
"1512741000033113","Nozinan 25mg tablets (Sanofi) Tablet Oral Levomepromazine maleate 25.000mg","4020100",,,,"15177","CPRD_AURUM"
"3063541000033118","Levomepromazine 25mg tablets Tablet Oral Levomepromazine maleate 25.000mg","4020100",,,,"134904","CPRD_AURUM"
"1067041000033110","Pericyazine 2.5mg tablets Tablet Oral Pericyazine 2.500mg","4020100",,,,"81744","CPRD_AURUM"
"965641000033118","Neulactil 2.5mg tablets (Sanofi) Tablet Oral Pericyazine 2.500mg",,,,,"6191","CPRD_AURUM"
"965541000033119","Neulactil 10mg tablets (Sanofi) Tablet Oral Pericyazine 10.000mg",,,,,"4637","CPRD_AURUM"
"1066741000033111","Pericyazine 10mg tablets Tablet Oral Pericyazine 10.000mg","4020100",,,,"48950","CPRD_AURUM"
"1090941000033114","Pimozide 2mg tablets Tablet Oral Pimozide 2.000mg","4020100",,,,"30661","CPRD_AURUM"
"1016441000033117","Orap 2mg tablets (Janssen-Cilag Ltd) Tablet Oral Pimozide 2.000mg",,,,,"7590","CPRD_AURUM"
"1016541000033116","Orap 4mg tablets (Eumedica Pharmaceuticals) Tablet Oral Pimozide 4.000mg","4020100",,,,"5098","CPRD_AURUM"
"1091041000033116","Pimozide 4mg tablets Tablet Oral Pimozide 4.000mg","4020100",,,,"48277","CPRD_AURUM"
"1134341000033116","Promazine 25mg tablets Tablet Oral Promazine hydrochloride 25.000mg","4020100",,,,"279457","CPRD_AURUM"
"1134441000033110","Promazine 50mg tablets Tablet Oral Promazine hydrochloride 50.000mg","4020100",,,,"129774","CPRD_AURUM"
"2640141000033112","Promazine 50mg/5ml oral solution Oral solution Oral Promazine hydrochloride 10.000mg/1.000ml","4020100",,,,"99261","CPRD_AURUM"
"1397641000033117","Sulpiride 400mg tablets Tablet Oral Sulpiride 400.000mg","4020100",,,,"166159","CPRD_AURUM"
"479841000033112","Dolmatil 400mg tablets (Sanofi) Tablet Oral Sulpiride 400.000mg","4020100",,,,"1181","CPRD_AURUM"
"480941000033116","Dolmatil 200mg tablets (Sanofi) Tablet Oral Sulpiride 200.000mg","4020100",,,,"23794","CPRD_AURUM"
"1396541000033116","Sulpitil 200mg tablets (Pfizer Ltd) Tablet Oral Sulpiride 200.000mg",,,,,"3289","CPRD_AURUM"
"1396441000033117","Sulpiride 200mg tablets Tablet Oral Sulpiride 200.000mg","4020100",,,,"908955","CPRD_AURUM"
"3141141000033114","Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd) Oral solution Oral Trifluoperazine hydrochloride 1.000mg/1.000ml",,,,,"68","CPRD_AURUM"
"1464141000033113","Trifluoperazine 5mg/5ml oral solution sugar free Oral solution Oral Trifluoperazine hydrochloride 1.000mg/1.000ml","4060000",,,,"94735","CPRD_AURUM"
"1470641000033116","Trifluoperazine 1mg tablets Tablet Oral Trifluoperazine hydrochloride 1.000mg","4060000",,,,"576066","CPRD_AURUM"
"1386341000033112","Stelazine 1mg tablets (Mercury Pharma Group Ltd) Tablet Oral Trifluoperazine hydrochloride 1.000mg","4060000",,,,"188867","CPRD_AURUM"
"2955541000033113","Terrazine 1mg tablets (Dr Reddy's Laboratories (UK) Ltd) Tablet Oral Trifluoperazine hydrochloride 1.000mg",,,,,"1","CPRD_AURUM"
"2955641000033114","Terrazine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd) Tablet Oral Trifluoperazine hydrochloride 5.000mg",,,,,"0","CPRD_AURUM"
"1386441000033118","Stelazine 5mg tablets (Mercury Pharma Group Ltd) Tablet Oral Trifluoperazine hydrochloride 5.000mg","4020100",,,,"170346","CPRD_AURUM"
"1470741000033113","Trifluoperazine 5mg tablets Tablet Oral Trifluoperazine hydrochloride 5.000mg","4020100",,,,"440222","CPRD_AURUM"
"1564141000033115","Zuclopenthixol 2mg tablets Tablet Oral Zuclopenthixol dihydrochloride 2.000mg","4020100",,,,"101306","CPRD_AURUM"
"287041000033119","Clopixol 2mg tablets (Lundbeck Ltd) Tablet Oral Zuclopenthixol dihydrochloride 2.000mg","4020100",,,,"56526","CPRD_AURUM"
"286941000033115","Clopixol 10mg tablets (Lundbeck Ltd) Tablet Oral Zuclopenthixol dihydrochloride 10.000mg","4020100",,,,"75771","CPRD_AURUM"
"1564041000033119","Zuclopenthixol 10mg tablets Tablet Oral Zuclopenthixol dihydrochloride 10.000mg","4020100",,,,"158257","CPRD_AURUM"
"1564241000033110","Zuclopenthixol 25mg tablets Tablet Oral Zuclopenthixol dihydrochloride 25.000mg","4020100",,,,"39893","CPRD_AURUM"
"287141000033115","Clopixol 25mg tablets (Lundbeck Ltd) Tablet Oral Zuclopenthixol dihydrochloride 25.000mg","4020100",,,,"17036","CPRD_AURUM"
"842041000033117","Loxapac 10mg capsules (Wyeth Pharmaceuticals) Capsule Oral Loxapine succinate 10.000mg",,,,,"826","CPRD_AURUM"
"840741000033115","Loxapine 10mg capsules Capsule Oral Loxapine succinate 10.000mg",,,,,"6355","CPRD_AURUM"
"840841000033113","Loxapine 25mg capsules Capsule Oral Loxapine succinate 25.000mg",,,,,"3991","CPRD_AURUM"
"842141000033118","Loxapac 25mg capsules (Wyeth Pharmaceuticals) Capsule Oral Loxapine succinate 25.000mg",,,,,"573","CPRD_AURUM"
"842241000033113","Loxapac 50mg capsules (Wyeth Pharmaceuticals) Capsule Oral Loxapine succinate 50.000mg",,,,,"448","CPRD_AURUM"
"840941000033117","Loxapine 50mg capsules Capsule Oral Loxapine succinate 50.000mg",,,,,"5689","CPRD_AURUM"
"287641000033113","Clozapine 25mg tablets Tablet Oral Clozapine 25.000mg","4020100",,,,"27953","CPRD_AURUM"
"284941000033113","Clozaril 25mg tablets (Mylan) Tablet Oral Clozapine 25.000mg","4020100",,,,"1698","CPRD_AURUM"
"3158941000033116","Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd) Tablet Oral Clozapine 25.000mg","4020100",,,,"556","CPRD_AURUM"
"3226341000033115","Zaponex 25mg tablets (Leyden Delta B.V.) Tablet Oral Clozapine 25.000mg","4020100",,,,"24","CPRD_AURUM"
"3226441000033114","Zaponex 100mg tablets (Leyden Delta B.V.) Tablet Oral Clozapine 100.000mg","4020100",,,,"40","CPRD_AURUM"
"3159041000033113","Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd) Tablet Oral Clozapine 100.000mg","4020100",,,,"1121","CPRD_AURUM"
"285041000033113","Clozaril 100mg tablets (Mylan) Tablet Oral Clozapine 100.000mg","4020100",,,,"3550","CPRD_AURUM"
"287541000033112","Clozapine 100mg tablets Tablet Oral Clozapine 100.000mg","4020100",,,,"48242","CPRD_AURUM"
"1176641000033117","Risperidone 1mg tablets Tablet Oral Risperidone 1.000mg","4020100",,,,"2130447","CPRD_AURUM"
"1176241000033115","Risperdal 1mg tablets (Janssen-Cilag Ltd) Tablet Oral Risperidone 1.000mg","4020100",,,,"51780","CPRD_AURUM"
"1176341000033113","Risperdal 2mg tablets (Janssen-Cilag Ltd) Tablet Oral Risperidone 2.000mg","4020100",,,,"24853","CPRD_AURUM"
"1176741000033114","Risperidone 2mg tablets Tablet Oral Risperidone 2.000mg","4020100",,,,"1374290","CPRD_AURUM"
"1176841000033116","Risperidone 3mg tablets Tablet Oral Risperidone 3.000mg","4020100",,,,"629636","CPRD_AURUM"
"1176441000033119","Risperdal 3mg tablets (Janssen-Cilag Ltd) Tablet Oral Risperidone 3.000mg","4020100",,,,"14287","CPRD_AURUM"
"1176541000033118","Risperdal 4mg tablets (Janssen-Cilag Ltd) Tablet Oral Risperidone 4.000mg","4020100",,,,"12163","CPRD_AURUM"
"1176941000033112","Risperidone 4mg tablets Tablet Oral Risperidone 4.000mg","4020100",,,,"589861","CPRD_AURUM"
"1173941000033117","Risperidone 1mg/ml oral solution sugar free Oral solution Oral Risperidone 1.000mg/1.000ml","4020100",,,,"246243","CPRD_AURUM"
"1173841000033113","Risperdal 1mg/ml oral solution (Janssen-Cilag Ltd) Oral solution Oral Risperidone 1.000mg/1.000ml","4020100",,,,"16948","CPRD_AURUM"
"1177641000033119","Risperdal 6mg tablets (Janssen-Cilag Ltd) Tablet Oral Risperidone 6.000mg","4020100",,,,"2903","CPRD_AURUM"
"1177741000033111","Risperidone 6mg tablets Tablet Oral Risperidone 6.000mg","4020100",,,,"88270","CPRD_AURUM"
"2188241000033110","Risperidone 500microgram tablets Tablet Oral Risperidone 500.000microgram","4020100",,,,"2103758","CPRD_AURUM"
"2188141000033115","Risperdal 500microgram tablets (Janssen-Cilag Ltd) Tablet Oral Risperidone 500.000microgram","4020100",,,,"57846","CPRD_AURUM"
"1565241000033114","Zyprexa 5mg tablets (Eli Lilly and Company Ltd) Tablet Oral Olanzapine 5.000mg","4020100",,,,"9157","CPRD_AURUM"
"1003741000033116","Olanzapine 5mg tablets Tablet Oral Olanzapine 5.000mg","4020100",,,,"2606147","CPRD_AURUM"
"6457141000033112","Zalasta 5mg tablets (Consilient Health Ltd) Tablet Oral Olanzapine 5.000mg",,,,,"64","CPRD_AURUM"
"6457241000033117","Zalasta 7.5mg tablets (Consilient Health Ltd) Tablet Oral Olanzapine 7.500mg",,,,,"0","CPRD_AURUM"
"1003841000033114","Olanzapine 7.5mg tablets Tablet Oral Olanzapine 7.500mg","4020100",,,,"485192","CPRD_AURUM"
"1565341000033116","Zyprexa 7.5mg tablets (Eli Lilly and Company Ltd) Tablet Oral Olanzapine 7.500mg","4020100",,,,"1521","CPRD_AURUM"
"1565141000033119","Zyprexa 10mg tablets (Eli Lilly and Company Ltd) Tablet Oral Olanzapine 10.000mg","4020100",,,,"11456","CPRD_AURUM"
"1003641000033113","Olanzapine 10mg tablets Tablet Oral Olanzapine 10.000mg","4020100",,,,"3293585","CPRD_AURUM"
"6456741000033114","Zalasta 10mg tablets (Consilient Health Ltd) Tablet Oral Olanzapine 10.000mg",,,,,"33","CPRD_AURUM"
"6456941000033112","Zalasta 2.5mg tablets (Consilient Health Ltd) Tablet Oral Olanzapine 2.500mg",,,,,"1","CPRD_AURUM"
"1661141000033114","Olanzapine 2.5mg tablets Tablet Oral Olanzapine 2.500mg","4020100",,,,"1596593","CPRD_AURUM"
"1713941000033118","Zyprexa 2.5mg tablets (Eli Lilly and Company Ltd) Tablet Oral Olanzapine 2.500mg","4020100",,,,"6175","CPRD_AURUM"
"2077941000033117","Zyprexa 5mg Velotabs (Eli Lilly and Company Ltd) Oral lyophilisate Oral Olanzapine 5.000mg","4020100",,,,"6302","CPRD_AURUM"
"2077741000033115","Olanzapine 5mg oral lyophilisates sugar free Oral lyophilisate Oral Olanzapine 5.000mg","4020100",,,,"114353","CPRD_AURUM"
"2077841000033113","Olanzapine 10mg oral lyophilisates sugar free Oral lyophilisate Oral Olanzapine 10.000mg","4020100",,,,"157946","CPRD_AURUM"
"2078041000033119","Zyprexa 10mg Velotabs (Eli Lilly and Company Ltd) Oral lyophilisate Oral Olanzapine 10.000mg","4020100",,,,"8438","CPRD_AURUM"
"1277841000033115","Seroquel 25mg tablets (AstraZeneca UK Ltd) Tablet Oral Quetiapine fumarate 25.000mg","4020100",,,,"22936","CPRD_AURUM"
"1277641000033116","Seroquel 100mg tablets (AstraZeneca UK Ltd) Tablet Oral Quetiapine fumarate 100.000mg","4020100",,,,"14435","CPRD_AURUM"
"1277741000033113","Seroquel 200mg tablets (AstraZeneca UK Ltd) Tablet Oral Quetiapine fumarate 200.000mg","4020100",,,,"10353","CPRD_AURUM"
"1844741000033110","Seroquel 150mg tablets (AstraZeneca UK Ltd) Tablet Oral Quetiapine fumarate 150.000mg","4020100",,,,"4592","CPRD_AURUM"
"1366741000033110","Solian 50 tablets (Sanofi) Tablet Oral Amisulpride 50.000mg","4020100",,,,"2877","CPRD_AURUM"
"59041000033114","Amisulpride 50mg tablets Tablet Oral Amisulpride 50.000mg","4020100",,,,"533616","CPRD_AURUM"
"58941000033117","Amisulpride 200mg tablets Tablet Oral Amisulpride 200.000mg","4020100",,,,"672255","CPRD_AURUM"
"1366641000033118","Solian 200 tablets (Sanofi) Tablet Oral Amisulpride 200.000mg","4020100",,,,"2302","CPRD_AURUM"
"938841000033118","Motipress tablets (Sanofi-Synthelabo Ltd) Tablet Oral Fluphenazine hydrochloride/ Nortriptyline hydrochloride 1.500mg + 30.000mg",,,,,"23186","CPRD_AURUM"
"938941000033114","Motival 10mg/500microgram tablets (Sanofi) Tablet Oral Fluphenazine hydrochloride/ Nortriptyline hydrochloride 500.000microgram + 10.000mg",,,,,"216939","CPRD_AURUM"
"3179941000033111","Nortriptyline 10mg / Fluphenazine 500microgram tablets Tablet Oral Fluphenazine hydrochloride/ Nortriptyline hydrochloride 500.000microgram + 10.000mg",,,,,"12534","CPRD_AURUM"
"3091141000033114","Flupentixol 500microgram tablets Tablet Oral Flupentixol dihydrochloride 500.000microgram","4030400",,,,"478230","CPRD_AURUM"
"593541000033112","Fluanxol 500microgram tablets (Lundbeck Ltd) Tablet Oral Flupentixol dihydrochloride 500.000microgram","4030400",,,,"211594","CPRD_AURUM"
"593441000033111","Fluanxol 1mg tablets (Lundbeck Ltd) Tablet Oral Flupentixol dihydrochloride 1.000mg","4030400",,,,"114149","CPRD_AURUM"
"3091041000033110","Flupentixol 1mg tablets Tablet Oral Flupentixol dihydrochloride 1.000mg","4030400",,,,"343274","CPRD_AURUM"
"3108841000033119","Prochlorperazine 5mg effervescent granules sachets sugar free Effervescent granules Oral Prochlorperazine mesilate 5.000mg",,,,,"21753","CPRD_AURUM"
"1384241000033110","Stemetil Eff 5mg sachets (Sanofi) Effervescent granules Oral Prochlorperazine mesilate 5.000mg",,,,,"30050","CPRD_AURUM"
"2969141000033110","Buccastem M 3mg tablets (Alliance Pharmaceuticals Ltd) Buccal tablet Buccal Prochlorperazine maleate 3.000mg","4060000",,,,"49656","CPRD_AURUM"
"173841000033113","Buccastem 3mg tablets (Alliance Pharmaceuticals Ltd) Buccal tablet Buccal Prochlorperazine maleate 3.000mg","4060000",,,,"358270","CPRD_AURUM"
"1139841000033114","Prochlorperazine 3mg buccal tablets Buccal tablet Buccal Prochlorperazine maleate 3.000mg","4060000",,,,"1238699","CPRD_AURUM"
"1133641000033110","Prochlorperazine 5mg tablets Tablet Oral Prochlorperazine maleate 5.000mg","4060000",,,,"7859870","CPRD_AURUM"
"1386641000033116","Stemetil 5mg tablets (Sanofi) Tablet Oral Prochlorperazine maleate 5.000mg","4060000",,,,"1168799","CPRD_AURUM"
"1130941000033113","Proziere 5mg tablets (Ashbourne Pharmaceuticals Ltd) Tablet Oral Prochlorperazine maleate 5.000mg","4060000",,,,"14758","CPRD_AURUM"
"1386541000033117","Stemetil 25mg tablets (Sanofi) Tablet Oral Prochlorperazine maleate 25.000mg","4060000",,,,"2335","CPRD_AURUM"
"1133541000033114","Prochlorperazine 25mg tablets Tablet Oral Prochlorperazine maleate 25.000mg","4060000",,,,"2891","CPRD_AURUM"
"1128741000033111","Prochlorperazine 5mg suppositories Suppository Rectal Prochlorperazine maleate 5.000mg",,,,,"19734","CPRD_AURUM"
"1385841000033113","Stemetil 5mg suppositories (Sanofi) Suppository Rectal Prochlorperazine maleate 5.000mg",,,,,"11812","CPRD_AURUM"
"1385741000033115","Stemetil 25mg suppositories (Sanofi) Suppository Rectal Prochlorperazine maleate 25.000mg",,,,,"17914","CPRD_AURUM"
"1128641000033119","Prochlorperazine 25mg suppositories Suppository Rectal Prochlorperazine maleate 25.000mg",,,,,"28536","CPRD_AURUM"
"2760341000033112","Tranquilyn 10mg tablets (Genesis Pharmaceuticals Ltd) Tablet Oral Methylphenidate hydrochloride 10.000mg",,,,,"818","CPRD_AURUM"
"2760241000033119","Tranquilyn 5mg tablets (Genesis Pharmaceuticals Ltd) Tablet Oral Methylphenidate hydrochloride 5.000mg",,,,,"612","CPRD_AURUM"
"2760441000033118","Tranquilyn 20mg tablets (Genesis Pharmaceuticals Ltd) Tablet Oral Methylphenidate hydrochloride 20.000mg",,,,,"246","CPRD_AURUM"
"8885941000033111","Chlorpromazine 25mg suppositories Suppository Rectal Chlorpromazine hydrochloride 25.000mg",,,,,"13","CPRD_AURUM"
