DRUG_CODE_ID,DESCRIPTION,BNF1,BNF2,BNF3,ATC,DATABASE
4.69541E+14,Dihydrocodeine 90mg modified-release tablets Modified-release tablet Oral Dihydrocodeine tartrate 90.000mg,4070200,,,,CPRD_AURUM
4.69441E+14,Dihydrocodeine 120mg modified-release tablets Modified-release tablet Oral Dihydrocodeine tartrate 120.000mg,4070200,,,,CPRD_AURUM
4.33441E+14,DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd) Modified-release tablet Oral Dihydrocodeine tartrate 120.000mg,4070200,,,,CPRD_AURUM
4.33141E+14,DF 118 Forte 40mg tablets (Martindale Pharmaceuticals Ltd) Tablet Oral Dihydrocodeine tartrate 40.000mg,4070200,,,,CPRD_AURUM
4.62841E+14,Dihydrocodeine 40mg tablets Tablet Oral Dihydrocodeine tartrate 40.000mg,4070200,,,,CPRD_AURUM
1.45424E+15,Tramadol 50mg capsules Capsule Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
1.45454E+15,Tramake 50mg capsules (Galen Ltd) Capsule Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
1.54804E+15,Zamadol 50mg capsules (Mylan) Capsule Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
1.56434E+15,Zydol 50mg capsules (Grunenthal Ltd) Capsule Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
1.56484E+15,Zydol 50mg soluble tablets (Grunenthal Ltd) Soluble tablet Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
1.46574E+15,Tramadol 50mg soluble tablets sugar free Soluble tablet Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
1.70224E+15,Tramadol 50mg effervescent powder sachets sugar free  Effervescent powder Oral Tramadol hydrochloride 50.000mg,,,,,CPRD_AURUM
1.70204E+15,Tramake Insts 50mg sachets (Galen Ltd)  Effervescent powder Oral Tramadol hydrochloride 50.000mg,,,,,CPRD_AURUM
1.70194E+15,Tramake Insts 100mg sachets (Galen Ltd)  Effervescent powder Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.70214E+15,Tramadol 100mg effervescent powder sachets sugar free  Effervescent powder Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
5.09354E+15,Migraleve Ultra 50mg tablets (McNeil Products Ltd) Tablet Oral Sumatriptan succinate 50.000mg,,,,,CPRD_AURUM
2.22834E+15,Nurofen Plus tablets (Reckitt Benckiser Healthcare (UK) Ltd) Tablet Oral Codeine phosphate/ Ibuprofen 12.800mg + 200.000mg,10010100,,,,CPRD_AURUM
2.96864E+15,Solpaflex tablets (GlaxoSmithKline Consumer Healthcare) Tablet Oral Codeine phosphate/ Ibuprofen 12.800mg + 200.000mg,10010100,,,,CPRD_AURUM
3.07794E+15,Cuprofen PLUS tablets (SSL International Plc) Tablet Oral Codeine phosphate/ Ibuprofen 12.800mg + 200.000mg,,,,,CPRD_AURUM
1.27088E+16,Ibuprofen 200mg / Codeine 12.8mg tablets Tablet Oral Codeine phosphate/ Ibuprofen 12.800mg + 200.000mg,10010100,,,,CPRD_AURUM
8.96441E+14,Meptid 200mg tablets (Almirall Ltd) Tablet Oral Meptazinol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
8.78241E+14,Meptid 100mg/1ml solution for injection ampoules (Almirall Ltd) Solution for injection Intravenous/ Intramuscular Meptazinol hydrochloride 100.000mg/1.000ml,4070200,,,,CPRD_AURUM
6.25141E+14,Galcodine 3mg/5ml linctus paediatric (Thornton & Ross Ltd) Oral solution Oral Codeine phosphate 600.000microgram/1.000ml,,,,,CPRD_AURUM
9.16741E+14,Migraleve Pink tablets (McNeil Products Ltd) Tablet Oral Buclizine hydrochloride/ Codeine phosphate/ Paracetamol 6.250mg + 8.000mg + 500.000mg,4070401,,,,CPRD_AURUM
9.18241E+14,Migraleve tablets (McNeil Products Ltd) Not applicable   ,4070401,,,,CPRD_AURUM
2.87534E+15,Co-codamol 15mg/500mg tablets Tablet Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,4070100,,,,CPRD_AURUM
2.85004E+15,Codipar 15mg/500mg tablets (Advanz Pharma) Tablet Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,4070100,,,,CPRD_AURUM
6.13794E+15,Kapake 15mg/500mg tablets (Galen Ltd) Tablet Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,,,,,CPRD_AURUM
1.04304E+15,Paramol tablets (SSL International Plc) Tablet Oral Dihydrocodeine tartrate/ Paracetamol 7.460mg + 500.000mg,4070100,,,,CPRD_AURUM
1.14054E+15,Propain caplets (Ceuta Healthcare Ltd) Tablet Oral Caffeine/ Codeine phosphate/ Diphenhydramine hydrochloride/ Paracetamol 50.000mg + 10.000mg + 5.000mg + 400.000mg,4070100,,,,CPRD_AURUM
8.24614E+15,Solpadeine Plus capsules (Omega Pharma Ltd) Capsule Oral Caffeine/ Codeine phosphate/ Paracetamol 30.000mg + 8.000mg + 500.000mg,4070100,,,,CPRD_AURUM
1.51214E+15,Veganin tablets (Omega Pharma Ltd) Tablet Oral Caffeine/ Codeine phosphate/ Paracetamol 30.000mg + 8.000mg + 500.000mg,4070100,,,,CPRD_AURUM
3.93444E+15,Codis 500 dispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd) Dispersible tablet Oral Aspirin/ Codeine phosphate 500.000mg + 8.000mg,4070100,,,,CPRD_AURUM
3.93434E+15,Aspirin 500mg / Codeine 8mg dispersible tablets sugar free Dispersible tablet Oral Aspirin/ Codeine phosphate 500.000mg + 8.000mg,4070100,,,,CPRD_AURUM
2.98034E+15,Tramadol 50mg orodispersible tablets sugar free Orodispersible tablet Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
2.98044E+15,Zamadol Melt 50mg tablets (Mylan) Orodispersible tablet Oral Tramadol hydrochloride 50.000mg,4070200,,,,CPRD_AURUM
3.18034E+15,Tramadol 37.5mg / Paracetamol 325mg tablets Tablet Oral Paracetamol/ Tramadol hydrochloride 325.000mg + 37.500mg,4070200,,,,CPRD_AURUM
3.05764E+15,Tramacet 37.5mg/325mg tablets (Grunenthal Ltd) Tablet Oral Paracetamol/ Tramadol hydrochloride 325.000mg + 37.500mg,4070200,,,,CPRD_AURUM
1.29052E+16,Trapadex 37.5mg/325mg tablets (Noumed Life Sciences Ltd) Tablet Oral Paracetamol/ Tramadol hydrochloride 325.000mg + 37.500mg,,,,,CPRD_AURUM
1.40314E+15,Syndol caplets (Sanofi) Tablet Oral Caffeine/ Codeine phosphate/ Doxylamine succinate/ Paracetamol 30.000mg + 10.000mg + 5.000mg + 450.000mg,4070100,,,,CPRD_AURUM
3.85144E+15,Co-dydramol 10mg/500mg/5ml oral suspension Oral suspension Oral Dihydrocodeine tartrate/ Paracetamol 2.000mg/1.000ml + 100.000mg/1.000ml,,,,,CPRD_AURUM
1.40841E+14,Benylin with Codeine oral solution (Pfizer Consumer Healthcare Ltd) Oral solution Oral Codeine phosphate/ Diphenhydramine hydrochloride/ Levomenthol 1.140mg/1.000ml + 2.800mg/1.000ml + 220.000microgram/1.000ml,3090200,,,,CPRD_AURUM
1.17362E+16,Solpadeine Plus soluble tablets (Omega Pharma Ltd) Soluble tablet Oral Caffeine/ Codeine phosphate/ Paracetamol 30.000mg + 8.000mg + 500.000mg,,,,,CPRD_AURUM
3.70941E+14,Co-codaprin 8mg/400mg tablets Tablet Oral Aspirin/ Codeine phosphate 400.000mg + 8.000mg,,,,,CPRD_AURUM
4.25914E+15,Tramadol 50mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 50.000mg,,,,,CPRD_AURUM
4.25924E+15,Zydol SR 50mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 50.000mg,,,,,CPRD_AURUM
5.89124E+15,Co-dydramol 10mg/500mg/5ml oral solution Oral solution Oral Dihydrocodeine tartrate/ Paracetamol 2.000mg/1.000ml + 100.000mg/1.000ml,,,,,CPRD_AURUM
3.68441E+14,Codeine 15mg/5ml linctus Oral solution Oral Codeine phosphate 3.000mg/1.000ml,3090100,,,,CPRD_AURUM
5.59594E+15,Tramadol 37.5mg / Paracetamol 325mg effervescent tablets sugar free  Effervescent tablet Oral Paracetamol/ Tramadol hydrochloride 325.000mg + 37.500mg,4070200,,,,CPRD_AURUM
5.59604E+15,Tramacet 37.5mg/325mg effervescent tablets (Grunenthal Ltd)  Effervescent tablet Oral Paracetamol/ Tramadol hydrochloride 325.000mg + 37.500mg,4070200,,,,CPRD_AURUM
1.25836E+16,Solpadeine Max soluble tablets (Omega Pharma Ltd)  Effervescent tablet Oral Caffeine/ Codeine phosphate/ Paracetamol 30.000mg + 12.800mg + 500.000mg,,,,,CPRD_AURUM
6.43144E+15,Codipar 15mg/500mg capsules (Advanz Pharma) Capsule Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,,,,,CPRD_AURUM
6.43134E+15,Co-codamol 15mg/500mg capsules Capsule Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,,,,,CPRD_AURUM
6.38914E+15,Tramadol 100mg/ml oral drops Oral drops Oral Tramadol hydrochloride 100.000mg/1.000ml,,,,,CPRD_AURUM
6.38644E+15,Co-codamol 15mg/500mg effervescent tablets sugar free  Effervescent tablet Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,4070100,,,,CPRD_AURUM
6.38654E+15,Codipar 15mg/500mg effervescent tablets (Advanz Pharma)  Effervescent tablet Oral Codeine phosphate/ Paracetamol 15.000mg + 500.000mg,4070100,,,,CPRD_AURUM
1.23536E+16,Zytram SR 100mg tablets (Qdem Pharmaceuticals Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.15678E+16,Maneo 100mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
2.07854E+15,Dromadol SR 200mg tablets (Teva UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
1.56474E+15,Zydol SR 200mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
4.02864E+15,Larapam SR 200mg tablets (Sandoz Ltd) Modified-release tablet Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
1.1783E+16,Tramadol 75mg / Paracetamol 650mg tablets Tablet Oral Paracetamol/ Tramadol hydrochloride 650.000mg + 75.000mg,,,,,CPRD_AURUM
1.23561E+16,Co-codamol 60mg/1000mg tablets Tablet Oral Codeine phosphate/ Paracetamol 60.000mg + 1.000gram,,,,,CPRD_AURUM
1.24716E+16,Skudexa 75mg/25mg tablets (A. Menarini Farmaceutica Internazionale SRL) Tablet Oral Dexketoprofen/ Tramadol hydrochloride 25.000mg + 75.000mg,,,,,CPRD_AURUM
1.24715E+16,Tramadol 75mg / Dexketoprofen 25mg tablets Tablet Oral Dexketoprofen/ Tramadol hydrochloride 25.000mg + 75.000mg,,,,,CPRD_AURUM
3.36041E+14,Codeine 3mg/5ml linctus paediatric Oral solution Oral Codeine phosphate 600.000microgram/1.000ml,3090100,,,,CPRD_AURUM
1.2389E+16,Brimisol PR 100mg tablets (Bristol Laboratories Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.54924E+15,Zamadol SR 100mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
4.89924E+15,Maxitram SR 100mg capsules (Chiesi Ltd) Modified-release capsule Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
4.52314E+15,Tramquel SR 100mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.46264E+15,Tramadol 100mg modified-release capsules Modified-release capsule Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
3.99644E+15,Tradorec XL 100mg tablets (Endo Ventures Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
4.45934E+15,Tramulief SR 100mg tablets (Advanz Pharma) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
4.42424E+15,Nobligan retard 100mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
4.41774E+15,Zeridame SR 100mg tablets (Actavis UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
1.23469E+16,Oldaram 100mg modified-release tablets (Ranbaxy (UK) Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
4.82424E+15,Marol 100mg modified-release tablets (Teva UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.235E+16,Tilodol SR 100mg tablets (Sandoz Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.23464E+16,Invodol SR 100mg tablets (Ennogen Healthcare Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
2.07834E+15,Dromadol SR 100mg tablets (Teva UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,,,,,CPRD_AURUM
1.56454E+15,Zydol SR 100mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
4.02834E+15,Larapam SR 100mg tablets (Sandoz Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
3.90954E+15,Mabron 100mg modified-release tablets (Morningside Healthcare Ltd) Modified-release tablet Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
1.46234E+15,Tramadol 100mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 100.000mg,4070200,,,,CPRD_AURUM
1.71314E+15,Zamadol 100mg/2ml solution for injection ampoules (Mylan) Solution for injection Subcutaneous/ Intravenous/ Intramuscular Tramadol hydrochloride 50.000mg/1.000ml,4070200,,,,CPRD_AURUM
1.56444E+15,Zydol 100mg/2ml solution for injection ampoules (Grunenthal Ltd) Solution for injection Intravenous/ Intramuscular Tramadol hydrochloride 50.000mg/1.000ml,4070200,,,,CPRD_AURUM
1.45924E+15,Tramadol 100mg/2ml solution for injection ampoules Solution for injection Subcutaneous/ Intravenous/ Intramuscular Tramadol hydrochloride 50.000mg/1.000ml,4070200,,,,CPRD_AURUM
1.54934E+15,Zamadol SR 150mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
4.89934E+15,Maxitram SR 150mg capsules (Chiesi Ltd) Modified-release capsule Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
4.52324E+15,Tramquel SR 150mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.46274E+15,Tramadol 150mg modified-release capsules Modified-release capsule Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
4.41764E+15,Zeridame SR 150mg tablets (Actavis UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
4.45944E+15,Tramulief SR 150mg tablets (Advanz Pharma) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.2347E+16,Oldaram 150mg modified-release tablets (Ranbaxy (UK) Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
4.82434E+15,Marol 150mg modified-release tablets (Teva UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.23466E+16,Invodol SR 150mg tablets (Ennogen Healthcare Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.23501E+16,Tilodol SR 150mg tablets (Sandoz Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
2.07844E+15,Dromadol SR 150mg tablets (Teva UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
2.18344E+15,Dromadol XL 150mg tablets (IVAX Pharmaceuticals UK Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.56464E+15,Zydol SR 150mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
1.85014E+15,Zydol XL 150mg tablets (Grunenthal Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
3.90964E+15,Mabron 150mg modified-release tablets (Morningside Healthcare Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
3.34414E+15,Zamadol 24hr 150mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
4.02854E+15,Larapam SR 150mg tablets (Sandoz Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
1.46244E+15,Tramadol 150mg modified-release tablets Modified-release tablet Oral Tramadol hydrochloride 150.000mg,4070200,,,,CPRD_AURUM
1.23537E+16,Zytram SR 150mg tablets (Qdem Pharmaceuticals Ltd) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.15681E+16,Maneo 150mg modified-release tablets (Mylan) Modified-release tablet Oral Tramadol hydrochloride 150.000mg,,,,,CPRD_AURUM
1.54944E+15,Zamadol SR 200mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 200.000mg,4070200,,,,CPRD_AURUM
4.89944E+15,Maxitram SR 200mg capsules (Chiesi Ltd) Modified-release capsule Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
4.52334E+15,Tramquel SR 200mg capsules (Mylan) Modified-release capsule Oral Tramadol hydrochloride 200.000mg,,,,,CPRD_AURUM
